D:\Data GC-MS\2017\ST\BZ\BZ 90% EVAP.D 09 Feb 17  11:07 am
Start of data points
1.29385,6139043
1.3006,5964323
1.30733,5826754
1.31408,5701139
1.32082,5589007
1.32757,5487528
1.3343,5348500
1.34105,5219741
1.34778,5067723
1.35453,4929891
1.36128,4808165
1.36802,4699515
1.37477,4665760
1.3815,4650806
1.38825,4685702
1.39498,4749973
1.40173,4808286
1.40848,4889657
1.41522,4982740
1.42197,5056853
1.4287,5128826
1.43545,5198121
1.44218,5226663
1.44893,5250068
1.45568,5232108
1.46242,5154132
1.46917,5060957
1.4759,4905615
1.48265,4712309
1.48938,4500876
1.51025,12096924
1.51763,11491308
1.525,11055331
1.53238,10728812
1.53975,10521268
1.54713,10403405
1.55452,10320054
1.56188,10290358
1.56927,10231861
1.57663,10176519
1.58402,10112237
1.59138,9998865
1.59877,9859368
1.60615,9690527
1.61352,9431950
1.6209,9219749
1.62827,8938903
1.63565,8644536
1.64303,8299371
1.6504,7950057
1.65778,7595017
1.66515,7238034
1.67253,6878016
1.6799,6517889
1.68728,6161998
1.69467,5794558
1.70203,5452066
1.70942,5126574
1.71678,4802382
1.72417,4499900
1.73155,4208508
1.73892,3946378
1.7463,3666277
1.75367,3434918
1.76105,3196905
1.76842,2971740
1.7758,2773344
1.78318,2566452
1.79055,2400907
1.79793,2284032
1.8053,2170012
1.81268,2021527
1.82007,1886990
1.82743,1757489
1.83482,1634187
1.84218,1522345
1.84957,1425487
1.85693,1336798
1.86432,1241982
1.8717,1156139
1.87907,1084655
1.88645,1047003
1.89382,1010655
1.9012,954142
1.90858,908970
1.91595,861401
1.92333,822125
1.9307,787486
1.93808,791771
1.94545,792339
1.95283,769640
1.96022,731905
1.96758,695728
1.97497,665967
1.98233,642402
1.98972,614523
1.9971,590743
2.00447,556197
2.01185,525936
2.01922,496604
2.0266,460800
2.03397,441358
2.04135,425131
2.04873,402636
2.0561,377687
2.06348,355251
2.07085,327284
2.07823,309835
2.08562,296496
2.09298,280390
2.10037,265042
2.10773,250326
2.11512,236098
2.12248,229356
2.12987,228366
2.13725,225868
2.14462,219309
2.152,216500
2.15937,210193
2.16675,203562
2.17412,194046
2.1815,185873
2.18888,178515
2.19625,170355
2.20363,166967
2.211,160257
2.21838,156859
2.22577,161184
2.23313,172911
2.24052,173966
2.24788,172576
2.25527,176443
2.26263,185027
2.27002,195063
2.2774,196339
2.28477,193891
2.29215,187108
2.29952,188076
2.3069,203635
2.31428,221997
2.32165,226121
2.32903,219308
2.3364,214186
2.34378,210523
2.35115,203891
2.35853,200884
2.36592,196294
2.37328,193641
2.38067,188589
2.38803,197704
2.39542,228147
2.4028,294195
2.41017,430735
2.41755,499985
2.42492,506294
2.4323,524426
2.43967,530195
2.44705,515860
2.45443,492547
2.4618,469252
2.46918,440488
2.47655,444883
2.48393,605552
2.49132,770791
2.49868,783452
2.50607,737369
2.51343,692825
2.52082,650169
2.52818,620296
2.53557,589670
2.54295,543371
2.55032,493722
2.5577,449577
2.56507,416986
2.57245,410748
2.57983,422243
2.5872,510030
2.59458,781129
2.60195,976970
2.60933,996685
2.6167,987487
2.62408,951884
2.63147,918609
2.63883,858393
2.64622,793034
2.65358,725462
2.66097,643529
2.66835,573610
2.67572,498501
2.6831,448236
2.69047,403270
2.69785,435687
2.70522,609309
2.7126,723806
2.71998,709555
2.72735,670817
2.73473,632942
2.7421,612163
2.74948,621895
2.75685,613925
2.76423,586634
2.77162,529427
2.77898,486404
2.78637,435909
2.79373,408234
2.80112,386950
2.8085,363009
2.81587,334999
2.82325,325797
2.83062,316495
2.838,296866
2.84537,273208
2.85275,260131
2.86013,273231
2.8675,287539
2.87488,285497
2.88225,266297
2.88963,264411
2.89702,264088
2.90438,263774
2.91177,267746
2.91913,267102
2.92652,254097
2.93388,255326
2.94127,298896
2.94865,390380
2.95602,497745
2.9634,535788
2.97077,507274
2.97815,481634
2.98553,444599
2.9929,409913
3.00028,375408
3.00765,383682
3.01503,455118
3.0224,498153
3.02978,530350
3.03717,668061
3.04453,769887
3.05192,763983
3.05928,733706
3.06667,720604
3.07405,697378
3.08142,634422
3.0888,556023
3.09617,489515
3.10355,421762
3.11092,373534
3.1183,367905
3.12568,429499
3.13305,464790
3.14043,460464
3.1478,459854
3.15518,460760
3.16257,447847
3.16993,434622
3.17732,425437
3.18468,422269
3.19207,410342
3.19943,384894
3.20682,386215
3.2142,489177
3.22157,776889
3.22895,963756
3.23632,957217
3.2437,927374
3.25108,896009
3.25845,863201
3.26583,808409
3.2732,847509
3.28058,963880
3.28795,1005230
3.29533,933776
3.30272,846017
3.31008,788418
3.31747,727107
3.32483,739884
3.33222,891883
3.33958,996964
3.34697,996085
3.35435,916500
3.36172,851094
3.3691,767999
3.37647,731024
3.38385,886786
3.39123,1357841
3.3986,1651970
3.40598,1819817
3.41335,2012421
3.42073,3104787
3.4281,7110685
3.43548,10950255
3.44287,11487756
3.45023,10578154
3.45762,9530873
3.46498,8566378
3.47237,7439352
3.47975,6652391
3.48712,5898020
3.4945,4934767
3.50187,4152498
3.50925,3464331
3.51662,2793940
3.524,2237602
3.53138,1758604
3.53875,1385321
3.54613,1138805
3.5535,1051381
3.56088,954569
3.56827,860668
3.57563,791031
3.58302,732557
3.59038,657049
3.59777,564850
3.60513,481237
3.61252,421506
3.6199,405866
3.62727,407879
3.63465,401769
3.64202,402538
3.6494,405880
3.65678,457225
3.66415,556564
3.67153,595191
3.6789,598380
3.68628,645753
3.69365,708602
3.70103,721399
3.70842,716274
3.71578,693030
3.72317,643877
3.73053,595978
3.73792,568054
3.7453,534860
3.75267,505770
3.76005,488989
3.76742,480324
3.7748,669341
3.78217,1331801
3.78955,1901874
3.79693,1949555
3.8043,1788737
3.81168,1614099
3.81905,1385463
3.82643,1122202
3.83382,870221
3.84118,693230
3.84857,564275
3.85593,500014
3.86332,547813
3.87068,610125
3.87807,589480
3.88545,525305
3.89282,477512
3.9002,451673
3.90757,452116
3.91495,458267
3.92232,453067
3.9297,428984
3.93708,406950
3.94445,378657
3.95183,348208
3.9592,351449
3.96658,371312
3.97397,395213
3.98133,425982
3.98872,427217
3.99608,419552
4.00347,414427
4.01083,403594
4.01822,394884
4.0256,374728
4.03297,352818
4.04035,380070
4.04772,488431
4.0551,576603
4.06248,611874
4.06985,607439
4.07723,551420
4.0846,485524
4.09198,418649
4.09935,385154
4.10673,402514
4.11412,466519
4.12148,603692
4.12887,695664
4.13623,669825
4.14362,617158
4.151,558687
4.15837,485042
4.16575,405820
4.17312,379143
4.1805,412341
4.18787,459901
4.19525,597527
4.20263,964856
4.21,1275358
4.21738,1320428
4.22475,1216967
4.23213,1049196
4.23952,894912
4.24688,774563
4.25427,659449
4.26163,576273
4.26902,535693
4.27638,518630
4.28377,512650
4.29115,526601
4.29852,529497
4.3059,557857
4.31327,565547
4.32065,540076
4.32803,490981
4.3354,463802
4.34278,459499
4.35015,475905
4.35753,469378
4.3649,450440
4.37228,416826
4.37967,398050
4.38703,371897
4.39442,368805
4.40178,381854
4.40917,384179
4.41655,416129
4.42392,474412
4.4313,507131
4.43867,492110
4.44605,478354
4.45342,531064
4.4608,631605
4.46818,747704
4.47555,837830
4.48293,847903
4.4903,825719
4.49768,766800
4.50505,729986
4.51243,706015
4.51982,673005
4.52718,894393
4.53457,2915489
4.54193,7793234
4.54932,11601293
4.5567,11973751
4.56407,10449331
4.57145,7955092
4.57882,5293121
4.5862,3219702
4.59357,1942719
4.60095,1274387
4.60833,919659
4.6157,937285
4.62308,3389912
4.63045,12496525
4.63783,22639806
4.64522,27864240
4.65258,28104828
4.65997,24822392
4.66733,18367290
4.67472,10737635
4.68208,5662980
4.68947,2924097
4.69685,1580082
4.70422,962176
4.7116,700281
4.71897,630193
4.72635,607084
4.73373,559684
4.7411,502705
4.74848,465122
4.75585,456160
4.76323,439163
4.7706,384155
4.77798,326662
4.78537,299437
4.79273,314003
4.80012,331999
4.80748,366838
4.81487,448136
4.82225,526943
4.82962,583623
4.837,641889
4.84437,704105
4.85175,864454
4.85912,942026
4.8665,898226
4.87388,830286
4.88125,766712
4.88863,690704
4.896,610486
4.90338,635790
4.91077,1788469
4.91813,7051043
4.92552,14434340
4.93288,17219532
4.94027,14785978
4.94763,10060609
4.95502,5847629
4.9624,3382066
4.96977,2542589
4.97715,2242595
4.98452,1724429
4.9919,1164392
4.99928,751814
5.00665,521221
5.01403,403545
5.0214,340128
5.02878,310158
5.03615,326892
5.04353,386473
5.05092,440188
5.05828,526631
5.06567,649654
5.07303,712840
5.08042,704690
5.08778,692813
5.09517,621258
5.10255,550884
5.10992,500889
5.1173,503025
5.12467,504215
5.13205,490584
5.13943,434239
5.1468,364106
5.15418,315479
5.16155,313550
5.16893,338374
5.1763,435578
5.18368,575204
5.19107,641055
5.19843,567524
5.20582,442479
5.21318,357599
5.22057,328477
5.22795,334536
5.23532,370178
5.2427,449803
5.25007,544107
5.25745,639813
5.26482,767137
5.2722,785495
5.27958,730570
5.28695,877043
5.29433,1616343
5.3017,2448291
5.30908,2445915
5.31647,1931609
5.32383,1317512
5.33122,921202
5.33858,666187
5.34597,530472
5.35333,487872
5.36072,541964
5.3681,701916
5.37547,857933
5.38285,850547
5.39022,732458
5.3976,648665
5.40498,581153
5.41235,524811
5.41973,476638
5.4271,457102
5.43448,495450
5.44185,587037
5.44923,647929
5.45662,629711
5.46398,582028
5.47137,525331
5.47873,452249
5.48612,416580
5.4935,444990
5.50087,528441
5.50825,602924
5.51562,630962
5.523,641427
5.53037,692929
5.53775,727899
5.54513,704419
5.5525,626753
5.55988,517087
5.56725,446679
5.57463,434013
5.58202,466589
5.58938,506198
5.59677,556634
5.60413,613118
5.61152,687575
5.61888,892885
5.62627,1580134
5.63365,4016447
5.64102,7955709
5.6484,9595252
5.65577,7621006
5.66315,4312047
5.67052,2046377
5.6779,1277671
5.68528,1199033
5.69265,1323783
5.70003,1654258
5.7074,1785355
5.71478,2402142
5.72217,7488489
5.72953,18589750
5.73692,26574030
5.74428,29392980
5.75167,28537574
5.75903,24902130
5.76642,19698846
5.7738,9963921
5.78117,3177803
5.78855,1244956
5.79592,1606598
5.8033,6356753
5.81068,16744802
5.81805,23579314
5.82543,22992364
5.8328,12790396
5.84018,3700560
5.84755,1130950
5.85493,737516
5.86232,696365
5.86968,665854
5.87707,606957
5.88443,557665
5.89182,601092
5.8992,694507
5.90657,690318
5.91395,605844
5.92132,505257
5.9287,524082
5.93607,1615620
5.94345,7319026
5.95083,15870479
5.9582,19594054
5.96558,15049547
5.97295,6758353
5.98033,2210550
5.98772,1047755
5.99508,759650
6.00247,714375
6.00983,730361
6.01722,760649
6.02458,734384
6.03197,691789
6.03935,772486
6.04672,833546
6.0541,732912
6.06147,714814
6.06885,870223
6.07623,1015160
6.0836,1169424
6.09098,3553896
6.09835,13449060
6.10573,26487396
6.1131,32976474
6.12048,36335152
6.12787,38052632
6.13523,37336060
6.14262,12640082
6.14998,1555256
6.15737,997789
6.16475,889167
6.17212,809575
6.1795,868063
6.18687,1061791
6.19425,1299336
6.20162,1272672
6.209,897093
6.21638,574517
6.22375,504329
6.23113,591494
6.2385,706289
6.24588,790134
6.25327,940157
6.26063,1666559
6.26802,2430580
6.27538,1997115
6.28277,1300025
6.29013,1345329
6.29752,1973896
6.3049,2457688
6.31227,1995474
6.31965,1213968
6.32702,818031
6.3344,777001
6.34177,802236
6.34915,934154
6.35653,1208938
6.3639,1139847
6.37128,845850
6.37865,787762
6.38603,1108161
6.39342,1389167
6.40078,1413046
6.40817,2012402
6.41553,3744149
6.42292,6675407
6.43028,9157439
6.43767,15180309
6.44505,24688256
6.45242,30667010
6.4598,28491934
6.46717,10882073
6.47455,2090553
6.48193,1153204
6.4893,1246124
6.49668,1322092
6.50405,1362367
6.51143,1626301
6.5188,2123796
6.52618,2430237
6.53357,2377495
6.54093,2116678
6.54832,1885952
6.55568,1757925
6.56307,1676390
6.57045,1709927
6.57782,1584004
6.5852,1714045
6.59257,4358577
6.59995,12490412
6.60732,19046508
6.6147,16370536
6.62208,7108700
6.62945,1915109
6.63683,871834
6.6442,824760
6.65158,831362
6.65897,777829
6.66633,790886
6.67372,985165
6.68108,1187797
6.68847,1247101
6.69583,1510920
6.70322,2306517
6.7106,3018190
6.71797,3999759
6.72535,7548716
6.73272,12595808
6.7401,15852345
6.74748,20565586
6.75485,24175074
6.76223,20398586
6.7696,10093505
6.77698,5359724
6.78435,6464830
6.79173,12223270
6.79912,17705522
6.80648,19252798
6.81387,16254885
6.82123,18031398
6.82862,26236416
6.836,29331628
6.84337,20321552
6.85075,6917193
6.85812,3042406
6.8655,2416798
6.87287,3797119
6.88025,4057861
6.88763,2450435
6.895,1281807
6.90238,1373264
6.90975,3081937
6.91713,6417972
6.9245,10339337
6.93188,13902501
6.93927,13878111
6.94663,10476168
6.95402,8287552
6.96138,4578276
6.96877,1899000
6.97615,1455940
6.98352,1569727
6.9909,1517989
6.99827,1611901
7.00565,1826791
7.01302,1861630
7.0204,2247273
7.02778,6450737
7.03515,16089581
7.04253,22727730
7.0499,21726500
7.05728,19480852
7.06467,23350554
7.07203,20519056
7.07942,7347316
7.08678,2128481
7.09417,4406553
7.10153,7828457
7.10892,8262377
7.1163,7755775
7.12367,15939170
7.13105,27568340
7.13842,31588442
7.1458,22818998
7.15318,5775662
7.16055,6347084
7.16793,11759515
7.1753,11673861
7.18268,5146905
7.19005,1754561
7.19743,2465157
7.20482,4573742
7.21218,5560566
7.21957,6692573
7.22693,7942196
7.23432,5441312
7.2417,2349257
7.24907,1663101
7.25645,2234086
7.26382,3647292
7.2712,4047432
7.27857,3191247
7.28595,3419513
7.29333,4244551
7.3007,3338301
7.30808,2273063
7.31545,2937088
7.32283,3927004
7.33022,3212223
7.33758,1944280
7.34497,1890407
7.35233,4378829
7.35972,11096091
7.36708,14453547
7.37447,9037165
7.38185,3461287
7.38922,2492964
7.3966,2707683
7.40397,2936828
7.41135,2807086
7.41873,2167454
7.4261,1593527
7.43348,2187209
7.44085,2920840
7.44823,4995400
7.4556,13255315
7.46298,23628134
7.47037,27826542
7.47773,20588502
7.48512,6163668
7.49248,2053982
7.49987,5774118
7.50723,18281812
7.51462,29775046
7.522,32977002
7.52937,21255688
7.53675,3554336
7.54412,1426925
7.5515,1274612
7.55888,1294471
7.56625,1447424
7.57363,1815544
7.581,2499266
7.58838,3107583
7.59575,3163331
7.60313,2637100
7.61052,2562669
7.61788,3538972
7.62527,3699329
7.63263,2603246
7.64002,2039893
7.6474,2061262
7.65477,3180370
7.66215,6932826
7.66952,10693381
7.6769,7968326
7.68427,3523849
7.69165,2362029
7.69903,2532334
7.7064,4392182
7.71378,10443382
7.72115,21501430
7.72853,27766778
7.73592,20599388
7.74328,13044092
7.75067,13604253
7.75803,9179201
7.76542,5557681
7.77278,6895712
7.78017,5665989
7.78755,4066050
7.79492,4063154
7.8023,4638360
7.80967,4603102
7.81705,5321185
7.82443,11537232
7.8318,17646016
7.83918,21219296
7.84655,27346878
7.85393,29825078
7.8613,25740248
7.86868,17512688
7.87607,12639615
7.88343,14785043
7.89082,11631572
7.89818,6646577
7.90557,6057407
7.91295,9298832
7.92032,9193526
7.9277,6212567
7.93507,7166135
7.94245,7954313
7.94982,6250029
7.9572,8427299
7.96458,11282326
7.97195,10080158
7.97933,6881387
7.9867,5584339
7.99408,5679605
8.00147,7063746
8.00883,7155202
8.01622,3986526
8.02358,1842991
8.03097,1257869
8.03833,1260383
8.04572,2327258
8.0531,5138466
8.06047,9295018
8.06785,12867951
8.07522,11998392
8.0826,7086267
8.08997,5327651
8.09735,4751913
8.10473,3717627
8.1121,2270428
8.11948,1882322
8.12685,2103006
8.13423,1780293
8.14162,1748884
8.14898,2312634
8.15637,2817977
8.16373,4040024
8.17112,6860004
8.17848,7957132
8.18587,5807453
8.19325,6867785
8.20062,13076908
8.208,21135130
8.21537,29774772
8.22275,33116420
8.23013,33267616
8.2375,31762848
8.24488,18496970
8.25225,9416840
8.25963,4795727
8.267,3017399
8.27438,2733834
8.28177,4650085
8.28913,9107104
8.29652,14578076
8.30388,15914149
8.31127,10128783
8.31865,10324407
8.32602,16733261
8.3334,13736589
8.34077,5157671
8.34815,2229679
8.35552,2386986
8.3629,2384249
8.37028,2213130
8.37765,2742519
8.38503,3508976
8.3924,3553381
8.39978,3597788
8.40717,4004525
8.41453,7139888
8.42192,9562065
8.42928,6135120
8.43667,2470287
8.44403,1847400
8.45142,1705808
8.4588,2101134
8.46617,2863570
8.47355,2809117
8.48092,2324661
8.4883,3251499
8.49568,5273917
8.50305,5153512
8.51043,4648254
8.5178,4786751
8.52518,3434940
8.53255,2776450
8.53993,3072504
8.54732,3372450
8.55468,3881024
8.56207,5511518
8.56943,5263591
8.57682,3525496
8.5842,3149177
8.59157,3175881
8.59895,2874805
8.60632,2800710
8.6137,2394553
8.62107,1689769
8.62845,2049086
8.63583,3172493
8.6432,3181343
8.65058,2508960
8.65795,3219457
8.66533,6423537
8.6727,8656336
8.68008,7993318
8.68747,6904313
8.69483,8089631
8.70222,7485774
8.70958,5209840
8.71697,3668896
8.72435,2872279
8.73172,3546643
8.7391,4108525
8.74647,4069756
8.75385,3781813
8.76122,3071893
8.7686,3310033
8.77598,3939775
8.78335,3513474
8.79073,3499721
8.7981,3869918
8.80548,4864293
8.81287,4791744
8.82023,4293240
8.82762,6072223
8.83498,10473832
8.84237,10649266
8.84973,4986297
8.85712,3345190
8.8645,4366063
8.87187,4718220
8.87925,5253464
8.88662,5547374
8.894,3429821
8.90138,1577801
8.90875,1405797
8.91613,1869336
8.9235,2918453
8.93088,3780063
8.93825,3534772
8.94563,3542006
8.95302,3518099
8.96038,3160428
8.96777,4456625
8.97513,6308055
8.98252,5597666
8.9899,3686433
8.99727,3496885
9.00465,4103048
9.01202,3968859
9.0194,3010488
9.02677,2654299
9.03415,2954084
9.04153,2506858
9.0489,2281138
9.05628,3240350
9.06365,3815551
9.07103,2776284
9.07842,2024291
9.08578,1797549
9.09317,1438826
9.10053,1742371
9.10792,2642341
9.11528,3557227
9.12267,5212307
9.13005,7721081
9.13742,8528417
9.1448,7360922
9.15217,6418012
9.15955,5626830
9.16693,3833738
9.1743,1999994
9.18168,1757752
9.18905,2648145
9.19643,4593911
9.2038,5346769
9.21118,3108470
9.21857,1619390
9.22593,1576634
9.23332,1823088
9.24068,1875431
9.24807,2098274
9.25543,2897748
9.26282,2781112
9.2702,2326199
9.27757,3893063
9.28495,10059307
9.29232,19949886
9.2997,27711150
9.30708,26474522
9.31445,8538425
9.32183,2137451
9.3292,2083865
9.33658,2030030
9.34395,2007037
